Mois;UIC;Nom gare;Nombre de non-conformités;Nombre d'observations;Taux de conformité
2023-02;0087313510;Beauvais;308;11704;97.368421053
2023-02;0087313882;Haute Picardie TGV;1444;24320;94.0625
2023-02;0087317016;Boulogne Tintelleries;124;9672;98.717948718
2023-02;0087317057;Rang-du-Fliers - Verton - Berck;0;12152;100.0
2023-02;0087317222;Hesdin;0;2166;100.0
2023-02;0087317339;Marquise - Rinxent;248;10912;97.727272728
2023-02;0087323675;Montluçon Rimard;0;1302;100.0
2023-02;0087342014;Arras;1596;25536;93.75
2023-02;0087342105;Bully - Grenay;0;8928;100.0
2023-02;0087343004;Valenciennes;1064;27360;96.111111112
2023-02;0087345256;Libercourt;0;7752;100.0
2023-02;0087345306;Montigny-en-Ostrevent;76;5244;98.550724638
2023-02;0087345520;Cambrai;152;4560;96.666666667
2023-02;0087384008;Paris Saint-Lazare;2280;52288;95.639534884
2023-02;0087393702;Massy TGV;592;15910;96.279069768
2023-02;0087396275;Champagné;152;2128;92.857142858
2023-02;0087396291;Montfort-le-Gesnois;152;1292;88.235294118
2023-02;0087396374;Noyen-sur-Sarthe;0;1596;100.0
2023-02;0087396564;Écommoy;0;2128;100.0
2023-02;0087396572;Aubigné-Racan;0;1368;100.0
2023-02;0087396598;Vaas;0;1520;100.0
2023-02;0087396606;Château-du-Loir;76;2432;96.875
2023-02;0087411017;Rouen Rive Droite;1520;23028;93.399339934
2023-02;0087413013;Le Havre;1140;20216;94.360902256
2023-02;0087413542;Fécamp;570;7752;92.647058824
2023-02;0087415018;Dieppe;532;7296;92.708333334
2023-02;0087437798;La Rochelle Porte Dauphine;77;1001;92.307692308
2023-02;0087444208;Mézidon-Canon;448;3360;86.666666667
2023-02;0087444372;Trouville - Deauville;1824;18620;90.204081633
2023-02;0087444711;Alençon;456;4674;90.24390244
2023-02;0087448001;Flers;399;3876;89.705882353
2023-02;0087471003;Rennes;2964;49530;94.015748032
2023-02;0087473124;La Méaugon;270;1440;81.25
2023-02;0087473132;Plouvara - Plerneuf;630;1350;53.333333334
2023-02;0087473165;Belle-Isle - Bégard;270;1620;83.333333334
2023-02;0087474007;Brest;376;20398;98.156682028
2023-02;0087474098;Quimper;475;30020;98.417721519
2023-02;0087476002;Lorient Bretagne Sud;950;44270;97.854077254
2023-02;0087476200;Auray;190;43795;99.566160521
2023-02;0087476242;Brandérion;0;1890;100.0
2023-02;0087476259;Hennebont;0;2052;100.0
2023-02;0087476648;Sainte-Anne;0;1890;100.0
2023-02;0087478511;Louverné;0;920;100.0
2023-02;0087478552;Évron;0;1241;100.0
2023-02;0087481176;Boussay - La Bruffière;76;1216;93.75
2023-02;0087481457;Cugand;76;1064;92.857142858
2023-02;0087481770;Batz-sur-Mer;76;684;88.888888889
2023-02;0087481838;Savenay;380;5396;92.957746479
2023-02;0087481846;Pontchâteau;304;2888;89.473684211
2023-02;0087484139;Le Vieux Briollay;76;1292;94.117647059
2023-02;0087485144;Rochefort;462;11704;96.052631579
2023-02;0087485185;La Jarrie;154;1617;90.476190477
2023-02;0087485532;Rouillé;0;790;100.0
2023-02;0087486571;Saint-Gilles-Croix-de-Vie;76;2204;96.551724138
2023-02;0087491217;Cavignac;74;1036;92.857142858
2023-02;0087491233;Aubie - Saint-Antoine;222;962;76.923076924
2023-02;0087491449;Cognac;1848;8162;77.358490567
2023-02;0087497461;Gallieni Cancéropôle;0;2232;100.0
2023-02;0087543009;Orléans;385;10549;96.350364964
2023-02;0087575175;Naintré;0;1264;100.0
2023-02;0087575191;Dissay;0;1078;100.0
2023-02;0087575274;Ligugé;0;1386;100.0
2023-02;0087575498;Lathus-Saint-Rémy;71;497;85.714285715
2023-02;0087581199;Macau;0;2175;100.0
2023-02;0087581231;Moulis - Listrac;75;825;90.90909091
2023-02;0087581595;Cenon;975;5100;80.882352942
2023-02;0087581751;Pessac;900;11775;92.356687899
2023-02;0087581835;Villenave-d'Ornon;490;2310;78.787878788
2023-02;0087582403;Gazinet Cestas;675;7950;91.509433963
2023-02;0087582551;Labouheyre;150;3750;96.0
2023-02;0087582601;Le Teich;75;3450;97.826086957
2023-02;0087582635;La Hume;150;2475;93.93939394
2023-02;0087582668;Arcachon;675;7200;90.625
2023-02;0087582767;Preignac;225;2025;88.888888889
2023-02;0087582775;Langon;375;5250;92.857142858
2023-02;0087582858;Gironde-sur-Dropt;75;1800;95.833333334
2023-02;0087583674;Montmoreau;231;1078;78.571428572
2023-02;0087583849;Ruffec;231;7084;96.739130435
2023-02;0087584466;Mauzac-et-Grand-Castang;0;988;100.0
2023-02;0087584714;Vayres;148;1258;88.235294118
2023-02;0087584730;Saint-Loubès;71;1065;93.333333334
2023-02;0087584755;La Gorp;750;3450;78.260869566
2023-02;0087586438;Penne-d'Agenais;0;3344;100.0
2023-02;0087590828;Sucé-sur-Erdre;76;2356;96.774193549
2023-02;0087592311;Ambazac;0;1189;100.0
2023-02;0087592352;Bersac-sur-Rivalier;123;1148;89.285714286
2023-02;0087592360;Fromental;0;615;100.0
2023-02;0087592634;L'Aiguille;0;656;100.0
2023-02;0087592717;Saillat - Chassenon;0;1230;100.0
2023-02;0087594382;Condat - Le Lardin;228;4218;94.594594595
2023-02;0087594408;Terrasson-Lavilledieu;342;3306;89.655172414
2023-02;0087594465;Aubazines - Saint-Hilaire;41;1189;96.551724138
2023-02;0087594481;Cornil;41;615;93.333333334
2023-02;0087594499;Tulle;228;11400;98.0
2023-02;0087595132;Négrondes;0;1292;100.0
2023-02;0087595165;Château-l'Évêque;0;1292;100.0
2023-02;0087595264;Saint-Léon-sur-l'Isle;0;1140;100.0
2023-02;0087595538;Milhac-d'Auberoche;0;816;100.0
2023-02;0087595751;Le Buisson-de-Cadouin;152;2508;93.93939394
2023-02;0087595769;Siorac-en-Périgord;228;2052;88.888888889
2023-02;0087595777;Saint-Cyprien;76;1292;94.117647059
2023-02;0087597005;Châteauroux;154;10318;98.507462687
2023-02;0087597633;Vieilleville;41;943;95.652173914
2023-02;0087597708;Busseau sur Creuse;41;984;95.833333334
2023-02;0087597823;Aubusson;0;540;100.0
2023-02;0087611400;Portet Saint-Simon;756;12180;93.793103449
2023-02;0087611707;Escalquens;0;2635;100.0
2023-02;0087615120;Couffoulens - Leuc;0;1444;100.0
2023-02;0087615260;Quillan;76;2508;96.96969697
2023-02;0087615369;Montastruc-la-Conseillère;0;5916;100.0
2023-02;0087641415;Commentry;76;4636;98.360655738
2023-02;0087645002;Aurillac;3420;9880;65.384615385
2023-02;0087645507;Neussargues;228;3876;94.117647059
2023-02;0087671016;Mont-de-Marsan;300;6450;95.34883721
2023-02;0087671479;Arengosse;75;1050;92.857142858
2023-02;0087671487;Ygos-Saint-Saturnin;225;1575;85.714285715
2023-02;0087672139;Coarraze - Nay;450;3300;86.363636364
2023-02;0087672337;Peyrehorade;75;2400;96.875
2023-02;0087672618;Gan;75;900;91.666666667
2023-02;0087672741;Lurbe-Saint-Christau;75;900;91.666666667
2023-02;0087673004;Bayonne;1425;22050;93.537414966
2023-02;0087673095;Boucau;225;1800;87.5
2023-02;0087673202;Dax;1425;23100;93.831168832
2023-02;0087673293;Labenne;300;2925;89.743589744
2023-02;0087673624;Ustaritz Jatxou;0;1200;100.0
2023-02;0087683318;Saint-Florentin - Vergigny;150;2550;94.117647059
2023-02;0087683847;Mailly-la-Ville;0;525;100.0
2023-02;0087691949;Bidos;0;975;100.0
2023-02;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;684;11856;94.230769231
2023-02;0087694141;Étang-sur-Arroux;152;3268;95.34883721
2023-02;0087694687;Paray-le-Monial;0;3268;100.0
2023-02;0087696328;Moulins sur Allier;228;12616;98.192771085
2023-02;0087696336;Bessay-sur-Allier;0;1178;100.0
2023-02;0087703975;Nîmes Pont du Gard;962;42994;97.762478486
2023-02;0087713313;Genlis;228;3268;93.023255814
2023-02;0087713412;Dole;380;12768;97.023809524
2023-02;0087715003;Pontarlier;76;6080;98.75
2023-02;0087715102;Andelot-en-Montagne;76;2432;96.875
2023-02;0087715441;Morez;0;3268;100.0
2023-02;0087718007;Besançon Viotte;1216;28196;95.687331537
2023-02;0087718544;Valdahon;75;3075;97.56097561
2023-02;0087722405;Givors;304;4484;93.220338984
2023-02;0087722561;Chasse-sur-Rhône;0;1672;100.0
2023-02;0087722678;Le Péage-de-Roussillon;152;3952;96.153846154
2023-02;0087725689;Mâcon;836;13832;93.956043957
2023-02;0087726208;Veauche - Saint-Galmier;76;3800;98.0
2023-02;0087726307;Saint-Chamond;152;3952;96.153846154
2023-02;0087734269;Brioude;76;3116;97.56097561
2023-02;0087734319;Langeac;126;2646;95.238095239
2023-02;0087741009;Chambéry - Challes-les-Eaux;2356;32984;92.857142858
2023-02;0087741793;Bourg-Saint-Maurice;684;11856;94.230769231
2023-02;0087745620;Perrignier;304;2052;85.185185186
2023-02;0087746305;La Roche-sur-Foron;1064;8208;87.037037038
2023-02;0087746347;Marignier;225;2400;90.625
2023-02;0087746370;Cluses;988;10868;90.90909091
2023-02;0087747246;Rives;152;3800;96.0
2023-02;0087747329;Moirans;304;4028;92.452830189
2023-02;0087751206;Sisteron;760;4560;83.333333334
2023-02;0087751230;Château-Arnoux-Saint-Auban;760;4028;81.132075472
2023-02;0087751370;Meyrargues;228;2888;92.105263158
2023-02;0087753004;Miramas;462;13783;96.648044693
2023-02;0087753251;Rognac;154;6314;97.56097561
2023-02;0087753426;Rassuen;0;1463;100.0
2023-02;0087753574;La Redonne Ensuès;0;1848;100.0
2023-02;0087753582;Niolon;0;1771;100.0
2023-02;0087753764;Salon-de-Provence;532;5700;90.666666667
2023-02;0087755231;Ollioules - Sanary-sur-Mer;1520;7752;80.392156863
2023-02;0087755371;Carnoules;380;3496;89.130434783
2023-02;0087755447;Les Arcs - Draguignan;2204;41192;94.649446495
2023-02;0087755629;Hyères;760;7600;90.0
2023-02;0087756353;Nice Riquier;770;15246;94.94949495
2023-02;0087756379;Beaulieu-sur-Mer;539;9702;94.444444445
2023-02;0087757534;Boulouris sur Mer;693;7546;90.816326531
2023-02;0087757559;Agay;154;2002;92.307692308
2023-02;0087757567;Anthéor Cap Roux;308;2002;84.615384616
2023-02;0087757575;Le Trayas;77;1694;95.454545455
2023-02;0087757666;Juan les Pins;847;9702;91.26984127
2023-02;0087757690;Biot;770;4235;81.818181819
2023-02;0087761130;Saint-Vallier sur Rhône;76;2052;96.296296297
2023-02;0087761759;Tullins Fures;152;3116;95.12195122
2023-02;0087761841;Die;76;2812;97.297297298
2023-02;0087763003;Gap;3344;22952;85.430463577
2023-02;0087763300;Veynes Dévoluy;532;5016;89.393939394
2023-02;0087763425;Chorges;456;4636;90.163934427
2023-02;0087765008;Avignon Centre;1520;21052;92.779783394
2023-02;0087765180;Courthézon;0;2356;100.0
2023-02;0087765198;Bédarrides;0;1900;100.0
2023-02;0087765354;Tarascon;836;8588;90.265486726
2023-02;0087765412;Montfavet;228;1748;86.95652174
2023-02;0087765453;Le Thor;304;1444;78.947368422
2023-02;0087765735;Carpentras;152;3268;95.34883721
2023-02;0087765818;Monteux;76;2052;96.296296297
2023-02;0087773465;Saint-Aunès;204;1734;88.235294118
2023-02;0087775114;Vergèze - Codognan;102;4692;97.826086957
2023-02;0087775148;Chasseradès;0;748;100.0
2023-02;0087775239;Sainte-Cécile-d'Andorge;0;1734;100.0
2023-02;0087775791;Générac;0;1232;100.0
2023-02;0087775833;Aimargues;0;1232;100.0
2023-02;0087781294;Marseillan Plage;76;2280;96.666666667
2023-02;0087783266;Aumont-Aubrac;0;1428;100.0
2023-02;0087783365;Sévérac-d'Aveyron;68;4148;98.360655738
2023-02;0087783563;Barjac;0;816;100.0
2023-02;0087784173;Rivesaltes;0;3116;100.0
